Adj Close,Volume
2086.590088,3587980000
2089.139893,3884930000
2088.870117,2852940000
2090.110107,1466840000
2080.409912,4275030000
2102.629883,3712120000
2079.51001,3950640000
2049.620117,4306490000
2091.689941,4214910000
2077.070068,4043820000
2063.590088,4173570000
2047.619995,4385250000
2052.22998,3715150000
2012.369995,4301060000
2021.939941,4612440000
2043.410034,4353540000
2073.070068,4635450000
2041.890015,4327390000
2005.550049,6683070000
2021.150024,3760280000
2038.969971,3520860000
2064.290039,3484090000
2060.98999,1411860000
2056.5,2492510000
2078.360107,2542000000
2063.360107,2367430000
2043.939941,2655330000
2012.660034,4304880000
2016.709961,3706620000
1990.26001,4336660000
1943.089966,5076590000
1922.030029,4664940000
1923.670044,4607290000
1938.680054,4887260000
1890.280029,5087030000
1921.839966,5241110000
1880.329956,5468460000
1881.329956,4928350000
1859.329956,6416070000
1868.98999,5078810000
1906.900024,4901760000
1877.079956,4401380000
1903.630005,4357940000
1882.949951,4754040000
1893.359985,4693010000
1940.23999,5497570000
1939.380005,4322530000
1903.030029,4463190000
1912.530029,5172950000
1915.449951,5193320000
1880.050049,4929940000
1853.439941,5636460000
1852.209961,5183220000
1851.859985,4471170000
1829.079956,5500800000
1864.780029,4696920000
1895.579956,4570670000
1926.819946,5011540000
1917.829956,4436490000
1917.780029,4142850000
1945.5,4054710000
1921.27002,3890650000
1929.800049,4317250000
1951.699951,4118210000
1948.050049,4348510000
1932.22998,4588180000
1978.349976,4819750000
1986.449951,4666610000
1993.400024,5081700000
1999.98999,6049930000
2001.76001,4968180000
1979.26001,4641650000
1989.26001,4038120000
1989.569946,4376790000
2022.189941,4078620000
2019.640015,3487850000
2015.930054,3560280000
2027.219971,4057020000
2040.589966,4530480000
2049.580078,6503140000
2051.600098,3376600000
2049.800049,3418460000
2036.709961,3639510000
2035.939941,3407720000
2037.050049,2809090000
2055.01001,3822330000
2063.949951,3590310000
2059.73999,3715280000
2072.780029,3749990000
2066.129883,3485710000
2045.170044,4154920000
2066.659912,3750800000
2041.910034,3801250000
2047.599976,3359530000
2041.98999,3567840000
2061.719971,4239740000
2082.419922,4191830000
2082.780029,3765870000
2080.72998,3701450000
2094.340088,3316880000
2100.800049,3896830000
2102.399902,4184880000
2091.47998,4175290000
2091.580078,3790580000
2087.790039,3319740000
2091.699951,3557190000
2095.149902,4100110000
2075.810059,4309840000
2065.300049,4704720000
2081.429932,3841110000
2063.370117,4173390000
2051.120117,4058560000
2050.629883,4008530000
2057.139893,3796350000
2058.689941,3788620000
2084.389893,3600200000
2064.459961,3821980000
2064.110107,3782390000
2046.609985,3579880000
2066.659912,3501360000
2047.209961,4108960000
2047.630005,4101320000
2040.040039,3846770000
2052.320068,3507650000
2048.040039,3055480000
2076.060059,3627340000
2090.540039,3859160000
2090.100098,3230990000
2099.060059,3079150000
2096.949951,4514410000
2099.330078,3525170000
2105.26001,3632720000
2099.129883,3627780000
2109.409912,3442020000
2112.129883,3534730000
2119.120117,3562060000
2115.47998,3290320000
2096.070068,3515010000
2079.060059,3392030000
2075.320068,3759770000
2071.5,3544720000
2077.98999,3628280000
2071.219971,4952630000
2083.25,3467440000
2088.899902,3232880000
2085.449951,3168160000
2113.320068,3297940000
2037.410034,7597450000
2000.540039,5431220000
2036.089966,4385810000
2070.77002,4241740000
2098.860107,4622820000
2102.949951,3458890000
2088.550049,3658380000
2099.72998,3909380000
2097.899902,3604550000
2129.899902,3607500000
2137.159912,3253340000
2152.139893,4097820000
2152.429932,3502320000
2163.75,3465610000
2161.73999,3122600000
2166.889893,3009310000
2163.780029,2968340000
2173.02002,3211860000
2165.169922,3438900000
2175.030029,3023280000
2168.47998,3057240000
2169.179932,3442350000
2166.580078,3995500000
2170.060059,3664240000
2173.600098,4038840000
2170.840088,3505990000
2157.030029,3848750000
2163.790039,3786530000
2164.25,3709200000
2182.870117,3663070000
2180.889893,3327550000
2181.73999,3334300000
2175.48999,3254950000
2185.790039,3423160000
2184.050049,3000660000
2190.149902,3078530000
2178.149902,3196400000
2182.219971,3388910000
2187.02002,3300570000
2183.870117,3084800000
2182.639893,2777550000
2186.899902,3041490000
2175.439941,3148280000
2172.469971,2969310000
2169.040039,3342340000
2180.379883,2654780000
2176.120117,3006800000
2170.949951,3766390000
2170.860107,3392120000
2179.97998,3091120000
2186.47998,3447650000
2186.159912,3319420000
2181.300049,3727840000
2127.810059,4233960000
2159.040039,4010480000
2127.02002,4141670000
2125.77002,3664100000
2147.26001,3373720000
2139.159912,5014360000
2139.120117,3163000000
2139.76001,3140730000
2163.120117,3712090000
2177.179932,3552830000
2164.689941,3317190000
2146.100098,3216170000
2159.929932,3437770000
2171.370117,3891460000
2151.129883,4249220000
2168.27002,4173340000
2161.199951,3137550000
2150.48999,3750890000
2159.72998,3906550000
2160.77002,3461550000
2153.73999,3619890000
2163.659912,2916550000
2136.72998,3438270000
2139.179932,2977100000
2132.550049,3580450000
2132.97998,3228150000
2126.5,2830390000
2139.600098,3170000000
2144.290039,3362670000
2141.340088,3337170000
2141.159912,3448850000
2151.330078,3357320000
2143.159912,3751340000
2139.429932,3775200000
2133.040039,4204830000
2126.409912,4019510000
2126.149902,3922400000
2111.719971,4532160000
2097.939941,4248580000
2088.659912,3886740000
2085.179932,3837860000
2131.52002,3736060000
2139.560059,3916930000
2163.26001,6264150000
2167.47998,6451640000
2164.449951,4988050000
2164.199951,5367200000
2180.389893,4543860000
2176.939941,3830590000
2187.120117,3809160000
2181.899902,3572400000
2198.179932,3607010000
2202.939941,3957940000
2204.719971,3418640000
2213.350098,1584600000
2201.719971,3505650000
2204.659912,3706560000
2198.810059,5533980000
2191.080078,5063740000
2191.949951,3779500000
2204.709961,3895230000
2212.22998,3855320000
2241.350098,4501820000
